frame,distance
48,16.5129007978952
49,16.9466192406245
50,17.4976369786275
51,17.2888994197202
52,16.9007314008507
53,16.9457182718477
54,15.8234435332062
55,16.0589977996891
56,15.5444686697529
57,15.5411759638152
58,14.9941319945161
59,14.8888422713807
60,15.2124828429362
61,15.5158563384242
62,15.1790632087577
63,15.4180141821678
64,15.2088611960485
65,15.2107665510773
66,15.4490036703257
67,15.6921859309677
68,15.5559596744829
69,16.4664067459142
70,16.5363959096474
71,16.3117611153728
72,16.1971925935879
73,16.8697753468005
74,16.9047489548279
75,17.5513110748926
76,17.0713948430596
77,16.4206399647621
78,16.9808402976419
79,16.3378981305245
80,15.561686389001
81,15.2791276682563
82,15.4482962935869
83,15.4614953583692
84,15.6689607975416
85,16.0041733341227
86,15.7265198618743
87,15.9297657923393
88,15.5965460305419
89,15.8506216904375
90,15.1778774307028
91,14.3579776146136
92,14.799726782892
93,14.8785995376446
94,14.1978776592658
95,14.8512098216747
96,14.5317937005664
97,14.8909151214745
98,15.2919819283537
99,15.3753045061254
100,14.0135844556445
101,14.0992256605463
102,13.9006061047558
103,13.4528114965056
104,13.3659624669829
105,13.3410507124867
106,14.2752920726869
107,12.8839657359228
108,12.3252483165138
109,11.2109202479472
110,10.5842632243982
111,10.3117217060308
112,10.1326536171904
113,10.2389313405974
114,9.67186121152148
115,10.0130972890377
116,9.72909867046812
117,9.40740394144279
118,9.5683347879044
119,9.67094836490075
120,10.0826663805071
121,9.761408865814
122,9.10999372483343
123,8.44020444998495
124,9.44656684825836
125,9.0374695096157
126,8.43456651698399
127,7.88720715933744
128,8.35931642613938
129,7.7895076211913
130,7.60977062560063
131,7.26999597274803
132,7.47247338075035
133,6.81300349521585
134,6.51739977153376
135,6.48917249472759
136,6.41491572549431
137,5.97972726251768
138,6.38166298299427
139,5.92552295904112
140,5.71806713683077
141,5.00200389226252
142,5.12077702510175
143,4.75566686820324
144,4.3825313218205
145,4.44333020716605
146,4.07991767369966
147,5.04307029481271
148,3.70736756170267
149,3.91531089838841
150,2.8287688817192
151,3.62756880271902
152,3.78411121080178
153,3.41734819271847
154,2.95689038448769
155,2.64160974381894
156,2.00748353226248
157,2.33619812716833
158,2.2242386724846
159,1.9480460748755
160,1.80172602486876
161,1.96562660596745
162,1.05696332255513
163,1.54599617169403
164,1.24914293970184
165,0.911512857855404
166,1.18224791258898
167,1.10133469707858
168,1.38908758841122
169,1.29272383544807
170,1.01128303730603
171,1.76894267052969
172,0.557269259143677
173,0.847380545759333
174,1.30220115778771
175,0.80746734621214
176,1.14685939629631
177,0.893140863514095
178,1.46568990709962
179,0.586395526760909
180,1.05968578854527
181,1.38405915953805
182,1.66800018177649
183,1.23184955636347
184,1.42254159249673
185,0.764382529662967
186,1.0001044703559
187,1.51566663142649
188,1.52078089742559
189,1.12574551556515
190,0.871301093026179
191,0.677300002846882
192,1.77143109924554
193,1.06102025635028
194,2.17742318212439
195,0.858017613421221
196,1.48177020111755
197,0.726292020755587
198,1.43782198901835
199,1.11672680301511
200,1.37998342316222
201,1.54620385394071
202,1.13527819398913
203,1.2868534312709
204,1.1012995235164
205,1.90905526130798
206,1.37683515577203
207,1.51888887093287
208,1.34467246717685
209,1.53561637378128
210,1.24122489533508
211,0.837236546707015
212,1.72484021814145
213,1.17133705983093
214,1.19530174988892
215,1.00527933347655
216,0.783443084357525
217,2.61405239017037
218,1.95122656482572
219,1.87111268438533
220,1.44743497741331
221,1.82120936112295
222,1.89904566576185
223,2.0580799729276
224,2.10171749485061
225,1.64519188773666
226,1.21159310209891
227,1.79894589884061
228,2.1588877561783
229,2.27660554100178
230,1.68047868204775
231,1.50567520892135
232,1.88884554574444
233,2.04082735010151
234,2.42769011664497
235,2.38684281307952
236,2.18993593727816
237,2.21638884030042
238,2.2617169601316
239,2.008756873425
240,1.41127785337036
