frame,distance
31,10.9926966629181
32,11.6015153862784
33,11.6920133105909
34,11.6492346197551
35,11.5849461619427
36,11.9370465431425
37,11.8008665210596
38,12.2370630938582
39,11.7100037734413
40,11.6055827964377
41,11.0890733883716
42,9.57996643415076
43,8.21999221557115
44,7.8470257741681
45,7.40751552284771
46,8.26348599874549
47,7.30937220747258
48,6.68870386106991
49,5.57828365497778
50,6.59976773017183
51,8.70933516136156
52,7.76681994143659
53,6.47553376979153
54,6.13627150979716
55,5.970260205324
56,5.61967020945126
57,6.63161663928283
58,6.65683824831153
59,8.37332100187166
60,8.13095578498519
61,7.36103717835019
62,7.28589503844169
63,7.29162374441128
64,7.60872837741088
65,7.22928744372256
66,6.94407642435442
67,6.90820648030246
68,6.75243603633165
69,6.82153611209354
70,7.05197215708867
71,6.42792840543827
72,6.04221685688464
73,5.73486257882235
74,5.45590506675546
75,5.26911857389918
76,5.37341371368828
77,5.328549552445
78,3.7777733158038
79,3.52617721904074
80,1.79623528605426
81,1.27650841071771
82,2.47875793857702
83,0.555260823909653
84,0.686358201044708
85,1.7974601861912
86,1.92984682364265
87,1.64477507634651
88,2.71044483535462
89,1.61629009388323
90,2.25717660806044
91,2.50385668927241
92,2.25153329755598
93,2.41472255506646
94,2.29933187917108
95,2.10939368101531
96,2.92196691260187
97,3.33227403446761
98,3.20718831832935
99,2.77738439583446
100,2.68582193782361
101,2.94866952544626
102,3.32402224972567
103,3.58472965608394
104,3.51464265294028
105,3.03981646822363
106,2.45022378787427
107,1.43946563470263
108,2.67992732929651
109,3.18163121623296
110,2.60400158548094
111,3.01520958025655
112,2.66454350622475
113,1.92419865549447
114,3.65716675367799
115,3.82621681999067
116,3.37043639349726
117,3.82102457450779
118,4.85445853738384
119,2.96357684107617
120,3.68937312002088
121,4.81999985522234
122,4.67236960767575
123,3.8376060964463
124,3.58229302992691
125,3.47411816373359
126,3.44211861323474
127,2.85699429964548
128,1.94979479669037
129,3.7795452574565
130,4.33026685144083
131,3.37659051212968
132,5.99333599676754
133,10.9600121156406
134,6.47417279430968
135,6.33422312185934
136,6.82985251777847
137,6.41840224220643
138,6.23208384407161
139,6.99570752338976
140,8.99334178155523
141,9.28259932325808
142,9.39214854007338
143,9.33619573119756
144,10.1189420182307
145,9.39967584839242
146,9.13090851860039
147,8.62740984758271
148,8.62646865165726
149,8.99218037420537
150,8.22546262275251
151,8.48440327557331
152,9.0460597010222
153,8.86341707049436
154,9.64490236395175
155,9.3961568516363
156,10.049219324425
157,9.74332928974369
158,10.0617880385852
159,10.2030182305663
160,10.2730212350036
161,9.94838427045315
162,10.2154315377152
163,10.9546033817957
164,11.3860358856784
165,10.2190169290939
166,10.5293877710623
167,10.962858271041
168,11.1491151095932
169,10.7619963821897
170,10.3921248101312
171,10.5491243295152
172,10.439182785552
173,10.7499776025809
174,10.6739882661951
175,10.7740521773515
176,10.2737727196402
177,10.096701468975
178,9.75963626982563
179,9.60240433293357
180,9.6908311437364
181,10.6020913257025
182,9.72647339271541
183,9.74952673729297
184,10.5072902851962
185,10.18060262576
186,9.41759216326309
187,9.65187839135477
188,9.53876137562466
189,9.48140638150517
190,9.54518547871791
191,9.78995358641678
192,9.80752755137132
193,9.5980009242349
194,9.54245188827645
195,9.73955372826076
196,9.72673187433656
197,10.5614970484838
198,10.899203830071
199,11.2809869414908
200,11.6829072587675
201,14.5623061999098
202,14.7490494156705
203,14.3868015451728
204,14.3595022252845
205,13.9024305390142
206,14.8955320363574
207,14.9690411896687
208,15.5707003230947
209,15.8228002603814
210,16.2277305033923
211,13.2148127820957
212,12.8694724374783
213,12.9215546737582
214,13.3249971666549
215,12.7894930546407
216,12.8994897554754
217,12.7614336410044
218,13.0983665683892
219,10.8303169953471
220,10.9682262464857
221,11.3303446811145
222,11.1330467282175
223,11.2926681835053
224,10.5736317738701
225,11.3210799893621
226,12.0852645486142
227,12.1926123464227
228,12.259080981246
229,12.0474378856488
230,10.7313149268965
231,10.9714995176501
232,11.1553752208983
233,11.1711930577391
234,11.7045594564892
235,11.4151210538234
236,11.6408030934
237,11.4913674287111
238,12.1422042789581
239,11.3153069856981
240,11.1281647010052
