frame,distance
1,6.32358269287001
2,6.70171895469714
3,7.94530114868407
4,6.38935600187541
5,6.48643257180809
6,7.00733586186568
7,6.92393464944003
8,7.37251224976919
9,6.85731373383619
10,6.94579165007426
11,8.22915576193483
12,7.3651334558614
13,7.29708755467481
14,6.9016848329727
15,7.50819143672574
16,6.91819494613865
17,7.53007518722239
18,9.16772649039227
19,10.3743499617012
20,9.84345619536761
21,10.391525754423
22,8.52509828548359
23,10.0219855263624
24,9.01115510509393
25,8.60665720678683
26,9.28943151472453
27,9.31940942687396
28,7.47268358776757
29,5.14368915778781
30,8.21090653511094
31,9.71836318807419
32,8.94862207281219
33,8.85645120170486
34,8.71192970335971
35,9.02966132429001
36,8.36646443370705
37,7.66412047409964
38,7.5875314777533
39,5.73473532770005
40,6.96725510214816
41,6.2838896189721
42,6.37916464277847
43,6.95476516451796
44,6.62035940077661
45,6.11774404612182
46,6.13355424225828
47,5.76261522050597
48,4.10146529994736
49,5.17137937701933
50,5.42637832016078
51,4.51301811212842
52,5.55519404502089
53,12.2247671411581
54,6.37887086559127
55,4.85282403322369
56,2.80625186517984
57,4.17441575514843
58,4.91980155871798
59,4.09995639661416
60,1.32411436564365
61,1.04236153225528
62,0.539876793510925
63,2.05395081285336
64,2.21765895808147
65,0.831129614192929
66,2.11152916891397
67,1.71210056803102
68,2.96378331920962
69,3.07398621696545
70,4.23317601289733
71,4.67465475312433
72,3.92206078419665
73,3.97768647983105
74,3.56516486982014
75,3.95328986437975
76,3.46010429747601
77,3.04497689775245
78,2.87615799560882
79,2.85729967522487
80,2.5473733556705
81,2.84314879407287
82,3.59705377258202
83,2.76896006337283
84,2.90774418786897
85,3.48671128725678
86,3.79747728604748
87,3.11208000689116
88,3.97451379092962
89,3.59739583359165
90,2.81218499351134
91,2.93425373501875
92,2.39748061101051
93,2.65539324295217
94,2.24961516410771
95,3.01961385386355
96,2.74094238905926
97,2.98391286708017
98,2.48742389074069
99,2.55744140713549
100,1.09723339962535
101,1.90366583896071
102,0.702099528888516
103,1.02383228427401
104,2.70615984173432
105,0.468487218332181
106,1.66679087244958
107,1.65287590565609
108,1.02008370994216
109,1.30299127114355
110,2.11761894106941
111,0.916568279653935
112,1.37005841200125
113,2.41331077499283
114,3.58073969269873
115,3.22148227916144
116,2.30067546875487
117,1.9350977303896
118,2.61461676388511
